City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
287,Caravelas,BR,2022-02-15 21:59:04,-17.7125,-39.2481,78.57,85,86,8.7
288,Miri,MY,2022-02-15 21:59:04,4.4148,114.0089,75.34,94,40,3.44
289,Pamekasan,ID,2022-02-15 21:59:05,-7.1568,113.4746,76.8,88,27,1.12
290,Gigmoto,PH,2022-02-15 21:59:05,13.7796,124.39,75.47,86,92,6.11
291,Saint-Philippe,RE,2022-02-15 21:59:05,-21.3585,55.7679,78.39,84,39,10.45
292,Anadyr,RU,2022-02-15 21:59:06,64.75,177.4833,-32.01,73,20,11.18
293,Salinopolis,BR,2022-02-15 21:59:06,-0.6136,-47.3561,79.03,83,98,9.04
294,Luanda,AO,2022-02-15 21:59:07,-8.8368,13.2343,80.6,74,20,9.22
295,Provideniya,RU,2022-02-15 21:59:07,64.3833,-173.3,0.36,65,0,25.01
296,Hofn,IS,2022-02-15 21:59:08,64.2539,-15.2082,36.64,97,100,32.17
297,San Jeronimo,PE,2022-02-15 21:59:08,-11.9472,-75.2829,57.02,70,96,3.8
298,Shar,KZ,2022-02-15 21:59:08,49.5886,81.0453,9.88,92,100,11.61
299,Cassia,BR,2022-02-15 21:59:09,-20.5831,-46.9219,71.87,89,20,3.0
300,Kinablangan,PH,2022-02-15 21:59:09,7.6947,126.5503,76.96,86,95,6.17
301,Dwarka,IN,2022-02-15 21:59:10,22.2394,68.9678,70.3,73,0,11.74
302,Lasa,IT,2022-02-15 21:59:10,46.6166,10.7002,32.36,94,81,4.74
303,Umea,SE,2022-02-15 21:59:10,63.8284,20.2597,24.73,93,100,10.36
304,Ciudad Bolivar,VE,2022-02-15 21:59:11,8.1222,-63.5497,84.45,51,100,7.05
305,Imuris,MX,2022-02-15 21:59:11,30.7833,-110.8667,72.79,8,2,29.55
306,Nanortalik,GL,2022-02-15 21:59:11,60.1432,-45.2371,11.57,64,51,39.26
307,Trairi,BR,2022-02-15 21:59:12,-3.2778,-39.2689,78.37,83,26,8.57
308,Chuy,UY,2022-02-15 21:59:12,-33.6971,-53.4616,73.47,55,0,8.81
309,Lima,PE,2022-02-15 21:58:44,-12.0432,-77.0282,78.91,60,0,10.36
310,Penalva,BR,2022-02-15 21:59:13,-3.2942,-45.1736,74.91,97,86,3.8
311,Nemuro,JP,2022-02-15 21:59:13,43.3236,145.575,23.77,70,100,15.26
312,Bundaberg,AU,2022-02-15 21:59:14,-24.85,152.35,74.21,90,75,10.36
313,Talnakh,RU,2022-02-15 21:59:14,69.4865,88.3972,-15.7,83,70,4.88
314,Richards Bay,ZA,2022-02-15 21:59:15,-28.783,32.0377,69.3,87,1,6.29
315,Bengkulu,ID,2022-02-15 21:59:15,-3.8004,102.2655,74.89,84,96,4.68
316,Anshun,CN,2022-02-15 22:00:16,26.25,105.9333,44.47,98,100,3.85
317,Batagay-Alyta,RU,2022-02-15 22:00:18,67.8006,130.4114,-26.27,85,2,4.61
318,Ulladulla,AU,2022-02-15 22:00:18,-35.35,150.4667,76.87,67,1,8.34
319,Necochea,AR,2022-02-15 22:00:13,-38.5473,-58.7368,78.04,51,0,8.37
320,Gimli,CA,2022-02-15 22:00:19,50.6336,-96.9907,11.12,94,100,8.72
321,Luancheng,CN,2022-02-15 22:00:20,37.8792,114.6517,21.88,54,0,3.36
322,Hualmay,PE,2022-02-15 22:00:20,-11.0964,-77.6139,74.37,71,49,13.38
323,Treinta Y Tres,UY,2022-02-15 22:00:21,-33.2333,-54.3833,78.03,44,0,7.43
324,Santiago De Cao,PE,2022-02-15 22:00:22,-7.9589,-79.2392,73.06,74,19,14.54
325,Vila Velha,BR,2022-02-15 21:59:13,-20.3297,-40.2925,73.35,96,75,5.75
326,Peniche,PT,2022-02-15 22:00:22,39.3558,-9.3811,54.63,83,100,8.37
327,Aykino,RU,2022-02-15 22:00:23,62.2248,49.9922,27.72,98,100,4.18
328,Veinticinco De Mayo,AR,2022-02-15 22:00:23,-35.4323,-60.1727,89.06,41,0,1.01
329,Sao Joao Da Barra,BR,2022-02-15 22:00:24,-21.6403,-41.0511,76.3,90,95,11.12
330,Guerrero,MX,2022-02-15 22:00:25,17.6667,-100.0,75.67,55,90,3.56
331,Balclutha,NZ,2022-02-15 22:00:25,-46.2339,169.75,61.61,67,88,5.37
332,Mangai,CD,2022-02-15 21:59:11,-4.05,19.5333,72.88,85,98,1.97
333,Maceio,BR,2022-02-15 22:00:26,-9.6658,-35.7353,78.24,78,20,5.75
334,Cherskiy,RU,2022-02-15 22:00:27,68.75,161.3,-36.09,100,100,4.27
335,Carlsbad,US,2022-02-15 21:57:16,33.1581,-117.3506,61.23,70,98,18.01
336,Porto Belo,BR,2022-02-15 22:00:28,-27.1578,-48.5531,78.26,63,0,7.94
337,Touros,BR,2022-02-15 22:00:28,-5.1989,-35.4608,80.82,76,5,15.05
338,Harper,LR,2022-02-15 22:00:29,4.375,-7.7169,79.27,85,31,9.4
339,Funadhoo,MV,2022-02-15 22:00:29,6.15,73.2667,81.03,68,31,1.77
340,Faya,SA,2022-02-15 22:00:30,18.3851,42.4509,54.19,83,2,2.66
341,North Bend,US,2022-02-15 22:00:30,43.4065,-124.2243,49.91,92,100,4.61
342,Waitati,NZ,2022-02-15 22:00:31,-45.75,170.5667,61.81,78,100,4.32
343,Olafsvik,IS,2022-02-15 22:00:31,64.8945,-23.7142,32.95,70,100,19.15
344,Abashiri,JP,2022-02-15 22:00:32,44.0213,144.2697,15.94,93,90,1.43
345,Bac Lieu,VN,2022-02-15 21:56:48,9.285,105.7244,78.87,80,96,14.52
346,Sobolevo,RU,2022-02-15 22:00:32,54.4299,31.8996,23.97,90,97,11.5
347,Rancho Veloz,CU,2022-02-15 22:00:33,22.8806,-80.3917,73.81,68,100,19.53
348,Morondava,MG,2022-02-15 22:00:34,-20.2833,44.2833,80.44,76,75,2.91
349,Kamenka,RU,2022-02-15 22:00:34,51.3223,42.7678,5.83,99,100,4.5
350,Mikuni,JP,2022-02-15 22:00:35,36.2171,136.1519,39.22,65,100,22.46
351,Dondo,MZ,2022-02-15 22:00:36,-19.6094,34.7431,74.88,91,19,5.14
352,Fremont,US,2022-02-15 21:59:00,37.5483,-121.9886,63.68,36,0,18.41
353,Kemi,FI,2022-02-15 22:00:36,65.8596,24.8228,11.97,92,0,8.05
354,Kruisfontein,ZA,2022-02-15 22:00:37,-34.0033,24.7314,70.88,84,100,3.31
355,Vestmannaeyjar,IS,2022-02-15 22:00:37,63.4427,-20.2734,36.03,54,84,14.2
356,Kloulklubed,PW,2022-02-15 22:00:38,7.0419,134.2556,80.82,82,100,16.64
357,Puerto Narino,CO,2022-02-15 22:00:38,-3.7703,-70.3831,83.39,71,58,0.4
358,Arlit,NE,2022-02-15 22:00:39,18.7369,7.3853,74.28,10,20,9.89
359,Melenki,RU,2022-02-15 22:00:39,55.3343,41.6295,18.99,89,71,8.77
360,Ashqelon,IL,2022-02-15 22:00:40,31.6693,34.5715,56.41,61,51,5.73
361,Sindor,RU,2022-02-15 22:00:40,62.8629,51.8905,23.23,95,100,3.15
362,Kabompo,ZM,2022-02-15 22:00:40,-13.5927,24.2008,64.74,97,100,7.27
363,Meulaboh,ID,2022-02-15 22:01:41,4.1363,96.1285,76.41,89,100,7.58
364,Tetouan,MA,2022-02-15 22:01:41,35.5711,-5.3724,54.48,46,2,3.78
365,Gayny,RU,2022-02-15 22:01:42,60.3071,54.3241,18.72,98,92,4.07
366,Shimoda,JP,2022-02-15 22:01:42,34.6667,138.95,41.11,60,6,27.13
367,Ilinskoye-Khovanskoye,RU,2022-02-15 22:01:42,56.9718,39.7684,29.53,88,16,10.56
368,Tuatapere,NZ,2022-02-15 22:01:43,-46.1333,167.6833,56.82,69,81,4.83
369,Poum,NC,2022-02-15 22:01:43,-20.2333,164.0167,81.84,75,32,10.47
370,Salalah,OM,2022-02-15 22:01:44,17.0151,54.0924,69.71,44,2,5.64
371,Antiguo Morelos,MX,2022-02-15 22:01:44,22.5495,-99.0812,75.96,40,0,10.02
372,Kieta,PG,2022-02-15 22:01:44,-6.2167,155.6333,77.67,91,100,6.62
373,Isla Mujeres,MX,2022-02-15 22:01:45,21.2311,-86.731,75.25,73,97,16.73
374,Bartica,GY,2022-02-15 22:01:45,6.4,-58.6167,73.58,96,99,4.63
375,Amarpur,IN,2022-02-15 22:01:46,25.0333,86.9,57.18,54,1,4.94
376,Saint-Francois,FR,2022-02-15 22:01:46,46.4154,3.9054,45.41,81,100,4.61
377,Katobu,ID,2022-02-15 22:01:46,-4.9408,122.5276,74.12,91,35,0.98
378,Constitucion,CL,2022-02-15 22:01:47,-35.3333,-72.4167,64.02,71,53,9.95
379,Matay,EG,2022-02-15 22:00:32,28.419,30.7792,54.05,62,35,15.23
380,Dingle,PH,2022-02-15 22:01:48,10.9995,122.6711,71.22,89,100,7.43
381,Husavik,IS,2022-02-15 22:01:48,66.0449,-17.3389,33.53,75,100,32.48
382,Bowen,AU,2022-02-15 22:01:48,-20.0167,148.2333,77.32,85,99,12.24
383,Saint-Georges,GD,2022-02-15 22:01:49,12.0564,-61.7485,77.86,78,9,15.7
384,Sfantu Gheorghe,RO,2022-02-15 22:01:50,45.8667,25.7833,31.93,89,9,2.73
385,Geraldton,AU,2022-02-15 22:01:50,-28.7667,114.6,73.81,73,1,5.75
386,Todos Santos,MX,2022-02-15 22:01:50,23.45,-110.2167,90.01,78,0,7.16
387,Turayf,SA,2022-02-15 22:01:51,31.6725,38.6637,47.7,56,0,6.93
388,Naze,JP,2022-02-15 22:01:51,28.3667,129.4833,52.72,67,81,14.9
389,Sikasso,ML,2022-02-15 22:01:52,10.9167,-7.0,79.29,15,0,6.13
390,Cabra,ES,2022-02-15 22:01:52,37.4725,-4.4421,46.9,62,47,2.57
391,Saskylakh,RU,2022-02-15 22:01:52,71.9167,114.0833,-29.11,100,57,1.7
392,Parabel,RU,2022-02-15 22:01:53,58.6978,81.4825,2.93,97,100,6.98
393,Kondagaon,IN,2022-02-15 22:01:53,19.6,81.6667,58.93,38,5,2.26
394,Kavieng,PG,2022-02-15 22:01:53,-2.5744,150.7967,80.26,76,100,1.92
395,Sechura,PE,2022-02-15 22:01:54,-5.5569,-80.8222,82.6,55,22,17.29
396,Garden City,US,2022-02-15 22:00:59,42.3256,-83.331,27.99,60,88,1.99
397,Buraydah,SA,2022-02-15 22:01:54,26.326,43.975,58.35,18,0,9.53
398,Barra Patuca,HN,2022-02-15 22:01:55,15.8,-84.2833,79.32,75,29,7.67
399,Bonfim,BR,2022-02-15 22:01:55,3.0833,-59.95,82.69,63,100,5.08
400,Kropotkin,RU,2022-02-15 22:01:56,45.4375,40.5756,33.53,86,12,6.22
401,Vila Franca Do Campo,PT,2022-02-15 22:01:56,37.7167,-25.4333,64.2,85,100,8.34
402,Te Anau,NZ,2022-02-15 22:01:50,-45.4167,167.7167,62.19,71,51,0.13
403,Tyazhinskiy,RU,2022-02-15 22:01:57,56.116,88.524,13.42,88,98,10.94
404,Alto Araguaia,BR,2022-02-15 22:01:57,-17.3147,-53.2153,74.17,85,90,5.77
405,Cholet,FR,2022-02-15 22:01:58,47.1667,-1.0,51.31,97,100,19.28
406,Glinka,RU,2022-02-15 22:01:58,54.6404,32.8781,23.67,89,82,11.18
407,Saint-Joseph,RE,2022-02-15 22:01:58,-21.3667,55.6167,77.38,82,18,10.92
408,Edson,CA,2022-02-15 22:01:59,53.5835,-116.4356,24.91,86,100,3.44
409,Kirakira,SB,2022-02-15 22:02:59,-10.4544,161.9205,82.96,73,66,3.87
410,Puerto Lempira,HN,2022-02-15 22:03:00,15.2667,-83.7667,84.34,74,40,5.75
411,Lata,PT,2022-02-15 22:03:00,40.1629,-8.3327,53.82,93,100,0.49
412,Tevriz,RU,2022-02-15 22:03:00,57.509,72.4042,-18.92,100,66,2.59
413,Roald,NO,2022-02-15 22:03:01,62.5833,6.1333,37.09,100,75,2.3
414,Yatou,CN,2022-02-15 22:03:01,37.15,122.3833,21.94,55,58,9.48
415,Santa Cruz,BO,2022-02-15 22:00:06,-17.8,-63.1667,87.48,48,71,2.15
416,Sisimiut,GL,2022-02-15 22:03:02,66.9395,-53.6735,-0.92,98,100,6.87
417,Sakakah,SA,2022-02-15 22:03:02,29.9697,40.2064,52.72,35,0,2.8
418,Rorvik,NO,2022-02-15 22:03:03,64.8621,11.2373,28.38,67,100,26.66
419,Jovellar,PH,2022-02-15 22:03:03,13.0695,123.5999,70.81,91,71,4.05
420,Babu,CN,2022-02-15 22:03:03,24.4167,111.5167,52.2,87,97,2.73
421,Bethanien,NA,2022-02-15 22:03:04,-26.502,17.1583,72.19,73,98,8.5
422,Shebunino,RU,2022-02-15 22:03:04,46.4339,141.8603,8.4,87,100,8.59
423,Brighton,GB,2022-02-15 22:03:05,50.8284,-0.1395,50.76,94,100,10.0
424,Taksimo,RU,2022-02-15 22:03:05,56.3444,114.8794,-22.95,95,91,0.98
425,Moguer,ES,2022-02-15 22:03:06,37.2756,-6.8385,52.72,41,83,5.01
426,Rock Sound,BS,2022-02-15 22:03:06,24.9,-76.2,72.18,71,100,28.77
427,Aginskoye,RU,2022-02-15 22:03:06,51.1,114.53,-17.27,98,92,3.38
428,Diu,IN,2022-02-15 22:00:12,20.7141,70.9822,65.7,71,0,7.92
429,Yulara,AU,2022-02-15 22:01:17,-25.2406,130.9889,78.33,44,24,8.3
430,Sampit,ID,2022-02-15 22:03:07,-2.5333,112.95,73.72,97,100,2.1
431,Prince Rupert,CA,2022-02-15 22:02:04,54.3161,-130.3201,37.49,100,100,9.22
432,Kihei,US,2022-02-15 22:03:08,20.785,-156.4656,83.46,66,40,19.57
433,Namatanai,PG,2022-02-15 22:03:08,-3.6667,152.4333,79.63,81,96,2.15
434,Krasnoye,UA,2022-02-15 22:03:09,49.9145,24.6134,27.75,91,79,4.43
435,Kipini,KE,2022-02-15 22:03:09,-2.5257,40.5262,77.29,88,6,8.23
436,Beniganj,IN,2022-02-15 22:03:10,27.2833,80.45,54.84,70,0,4.29
437,Fomboni,KM,2022-02-15 22:03:10,-12.28,43.7425,82.85,75,100,8.3
438,Pangoa,PE,2022-02-15 22:03:10,-12.1167,-73.0,74.01,91,100,0.96
439,Jinchang,CN,2022-02-15 22:03:11,38.4953,102.1739,25.68,57,87,2.75
440,Lamu,KE,2022-02-15 22:03:11,-2.2717,40.902,77.22,85,7,10.67
441,Kotaparh,IN,2022-02-15 22:03:12,19.15,82.35,58.75,37,5,3.15
442,Aripuana,BR,2022-02-15 21:59:22,-9.1667,-60.6333,74.71,98,98,2.26
443,Geeste,DE,2022-02-15 22:03:12,52.6,7.2667,46.0,93,100,13.8
444,Grand Gaube,MU,2022-02-15 22:03:13,-20.0064,57.6608,77.38,82,38,1.01
445,Sidi Ali,DZ,2022-02-15 22:03:13,36.0998,0.4206,48.27,64,36,5.61
446,Kalaleh,IR,2022-02-15 22:03:14,37.3807,55.4916,42.03,71,5,1.52
447,Veraval,IN,2022-02-15 22:03:14,20.9,70.3667,67.17,69,0,10.78
448,Arroyo,ES,2022-02-15 22:03:14,41.6096,-4.7969,44.62,76,98,10.83
449,Muroto,JP,2022-02-15 22:03:15,33.2833,134.15,30.24,56,2,21.5
450,Rosarito,MX,2022-02-15 22:03:15,32.3333,-117.0333,60.26,73,99,15.43
451,Ola,RU,2022-02-15 22:03:16,59.5833,151.2833,-5.75,82,81,12.12
452,Isoka,ZM,2022-02-15 22:03:16,-10.1606,32.6335,61.65,97,100,1.68
453,Kutum,SD,2022-02-15 22:03:16,14.2,24.6667,61.74,16,90,10.74
454,Carauari,BR,2022-02-15 22:03:17,-4.8828,-66.8958,81.36,78,83,1.9
455,Shache,CN,2022-02-15 22:03:17,38.4167,77.2406,39.7,40,80,5.55
456,Morgan City,US,2022-02-15 22:03:17,29.6994,-91.2068,68.0,52,100,10.36
457,Srandakan,ID,2022-02-15 22:04:18,-7.9386,110.2506,60.73,90,45,2.95
458,Torbay,CA,2022-02-15 22:03:19,47.6666,-52.7314,15.28,84,75,24.16
459,Huescar,ES,2022-02-15 22:04:18,37.811,-2.5412,47.12,46,8,4.12
460,Zhanaozen,KZ,2022-02-15 22:04:19,43.3,52.8,30.56,43,0,7.7
461,Guymon,US,2022-02-15 22:03:42,36.6828,-101.4816,75.33,9,100,24.14
462,Toyooka,JP,2022-02-15 22:04:19,35.5333,134.8333,35.71,75,25,16.15
463,Coahuayana,MX,2022-02-15 22:04:20,18.7333,-103.6833,90.88,44,1,7.23
464,Port Lincoln,AU,2022-02-15 22:00:57,-34.7333,135.8667,64.67,93,100,0.51
465,Korba,IN,2022-02-15 22:04:20,22.35,82.6833,59.5,39,0,4.32
466,Zverinogolovskoye,RU,2022-02-15 22:04:21,54.4586,64.8542,2.8,98,43,8.08
467,Klyuchevskiy,RU,2022-02-15 22:04:21,53.5317,119.4519,-14.91,99,94,2.86
468,Mana,GF,2022-02-15 22:04:22,5.6592,-53.7767,75.72,90,100,8.21
469,Kamaishi,JP,2022-02-15 22:04:22,39.2667,141.8833,35.2,84,99,6.29
470,San Angelo,US,2022-02-15 22:04:04,31.4638,-100.437,75.63,25,0,21.85
471,Palmer,US,2022-02-15 22:04:23,42.1584,-72.3287,28.71,38,40,8.05
472,Ornskoldsvik,SE,2022-02-15 22:02:57,63.2909,18.7153,26.42,100,100,9.22
473,Sergeyevka,KZ,2022-02-15 22:04:23,53.88,67.4158,-1.32,98,55,9.42
474,Zadar,HR,2022-02-15 22:00:02,44.1197,15.2422,53.65,87,40,5.75
475,Parrita,CR,2022-02-15 22:04:24,9.5201,-84.3225,87.57,68,38,5.35
476,Sayyan,YE,2022-02-15 22:04:24,15.1718,44.3244,53.65,50,13,0.63
477,Pop,UZ,2022-02-15 22:04:25,40.8736,71.1089,36.09,66,98,3.2
478,Ilam,NP,2022-02-15 22:04:25,26.9167,87.9167,48.65,62,3,5.19
479,Gamba,GA,2022-02-15 22:04:25,-2.65,10.0,77.36,89,40,3.83
480,Lewiston,US,2022-02-15 22:04:26,44.1003,-70.2148,24.48,52,93,1.01
481,Eten,PE,2022-02-15 22:04:26,-6.9081,-79.8642,77.25,61,0,18.41
482,Stolbishche,RU,2022-02-15 22:04:27,55.6468,49.216,12.65,92,20,7.0
483,Kendrapara,IN,2022-02-15 22:04:27,20.5042,86.416,63.01,69,58,3.94
484,Dalby,AU,2022-02-15 22:04:27,-27.1833,151.2667,74.98,60,12,1.99
485,Nouadhibou,MR,2022-02-15 22:04:28,20.931,-17.0347,65.77,76,100,22.84
486,Koumac,NC,2022-02-15 22:04:28,-20.5667,164.2833,82.9,74,50,4.79
487,Teguldet,RU,2022-02-15 22:04:29,57.3064,88.1667,16.61,93,100,5.7
488,Bay Roberts,CA,2022-02-15 22:04:29,47.5999,-53.2648,16.03,74,100,5.01
489,Kota,IN,2022-02-15 22:00:16,25.1833,75.8333,59.86,35,0,4.81
490,Baherden,TM,2022-02-15 22:04:30,38.4362,57.4316,37.38,53,10,6.69
491,Pangnirtung,CA,2022-02-15 22:04:30,66.1451,-65.7125,-33.74,90,70,3.2
492,Ulkan,RU,2022-02-15 22:04:30,57.243,107.3223,-22.32,100,99,2.19
493,Tallahassee,US,2022-02-15 22:04:26,30.4383,-84.2807,68.2,45,75,13.8
494,Dong Xoai,VN,2022-02-15 22:04:31,11.5333,106.9167,71.04,95,77,3.29
495,Funtua,NG,2022-02-15 22:04:31,11.5233,7.3081,71.38,13,3,9.24
496,Petrovsk-Zabaykalskiy,RU,2022-02-15 22:04:32,51.273,108.843,-24.7,100,82,2.08
497,San Roque,ES,2022-02-15 22:04:32,36.2107,-5.3842,50.63,60,8,4.83
498,Vostok,RU,2022-02-15 22:04:33,46.4856,135.8833,3.45,95,100,3.29
499,Kamra,PK,2022-02-15 22:04:33,33.7473,73.5111,45.95,58,11,8.7
500,Riviere-Au-Renard,CA,2022-02-15 22:04:33,48.9957,-64.3971,5.41,76,69,16.55
501,Ligayan,PH,2022-02-15 22:04:34,4.6533,119.4706,81.39,79,15,14.65
502,Bage,BR,2022-02-15 22:04:34,-31.3314,-54.1069,82.18,42,0,6.91
503,Iskateley,RU,2022-02-15 22:04:35,67.6803,53.1512,7.56,94,14,12.71
504,Partizanskoye,RU,2022-02-15 22:04:35,55.5006,94.39,7.84,96,100,2.17
505,Togul,RU,2022-02-15 22:05:36,53.465,85.9128,7.75,86,100,13.69
506,Berlevag,NO,2022-02-15 22:02:32,70.8578,29.0864,30.2,86,75,21.85
507,Northam,GB,2022-02-15 22:05:36,51.0333,-4.2167,52.43,97,100,22.91
508,Quelimane,MZ,2022-02-15 22:05:37,-17.8786,36.8883,75.16,96,100,4.29
509,Polyarnyy,RU,2022-02-15 22:05:37,69.1989,33.4478,19.87,87,96,15.12
510,Batemans Bay,AU,2022-02-15 22:05:37,-35.7167,150.1833,76.19,68,10,5.19
511,Huarmey,PE,2022-02-15 22:05:38,-10.0681,-78.1522,74.91,72,98,11.65
512,Ust-Nera,RU,2022-02-15 22:05:38,64.5667,143.2,-33.09,88,11,0.98
513,Penzance,GB,2022-02-15 22:05:39,50.1186,-5.5371,54.61,93,100,33.93
514,Sao Mateus Do Maranhao,BR,2022-02-15 22:05:39,-4.0417,-44.475,74.88,95,85,3.67
515,Chumikan,RU,2022-02-15 22:05:40,54.7183,135.315,-9.6,91,98,6.51
516,Dera Bugti,PK,2022-02-15 22:01:41,29.0307,69.151,61.75,29,0,4.72
517,Ilhabela,BR,2022-02-15 22:03:03,-23.7781,-45.3581,75.78,86,65,6.49
518,Ketchikan,US,2022-02-15 22:05:41,55.3422,-131.6461,40.98,98,100,2.62
519,Port-De-Bouc,FR,2022-02-15 22:05:41,43.4,4.9833,49.69,73,0,19.57
520,Sa Kaeo,TH,2022-02-15 22:05:41,13.75,102.3333,74.16,80,74,5.48
521,Huilong,CN,2022-02-15 22:05:42,31.8111,121.655,43.03,72,77,7.99
522,Charters Towers,AU,2022-02-15 22:05:42,-20.1,146.2667,74.84,77,6,11.32
523,Avera,US,2022-02-15 22:05:43,33.194,-82.5271,64.74,39,44,5.77
524,Moindou,NC,2022-02-15 22:05:43,-21.6924,165.677,82.35,77,33,4.83
525,Tara,RU,2022-02-15 22:05:44,56.8944,74.371,-16.31,100,75,3.71
526,Port Blair,IN,2022-02-15 22:05:19,11.6667,92.75,79.07,81,100,11.18
527,Acari,PE,2022-02-15 22:02:59,-15.4311,-74.6158,76.93,65,27,9.42
528,Sanduleni,RO,2022-02-15 22:05:44,46.45,26.7333,42.31,81,0,1.14
529,Dongkan,CN,2022-02-15 22:05:45,33.9997,119.8308,30.65,95,100,5.41
530,Nuuk,GL,2022-02-15 22:05:14,64.1835,-51.7216,3.81,78,75,2.3
531,Pringsewu,ID,2022-02-15 22:05:45,-5.3582,104.9744,74.19,95,97,4.29
532,Yertsevo,RU,2022-02-15 22:05:46,60.7966,40.086,29.93,93,100,9.75
533,Tocopilla,CL,2022-02-15 22:04:59,-22.092,-70.1979,70.88,72,72,8.99
534,Staszow,PL,2022-02-15 22:05:46,50.5631,21.1659,37.62,87,100,4.54
535,Banjar,ID,2022-02-15 22:05:47,-8.19,114.9675,80.46,90,20,3.71
536,Tarakan,ID,2022-02-15 22:05:47,3.3,117.6333,77.52,86,16,7.58
537,The Valley,AI,2022-02-15 22:04:47,18.217,-63.0578,79.11,77,4,19.44
538,Ahuimanu,US,2022-02-15 22:05:48,21.4447,-157.8378,77.86,67,20,6.91
539,Oil City,US,2022-02-15 22:05:48,41.4339,-79.7064,33.3,50,0,6.91
540,Mwinilunga,ZM,2022-02-15 22:05:49,-11.7358,24.4293,62.42,97,100,3.15
541,Niigata,JP,2022-02-15 22:05:49,37.9022,139.0236,35.55,87,75,10.36
